   3.16400000 -11.55485367 
   3.05560000 -11.55452072 
   2.94720000 -11.55339683 
   2.83880000 -11.55147269 
   2.73040000 -11.54927915 
   2.62200000 -11.54815159 
   2.51360000 -11.54909574 
